Student_ID,Gender,Age,Department,Year,Attendance,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Semester,Academic_Year,GPA
100966,Male,22,Mechanical,2nd Year,58,44,88,66,69,Semester 1,2025-2026,2.77
100967,Male,19,Mechanical,1st Year,91,52,65,47,69,Semester 2,2022-2023,2.4
100968,Female,18,Civil,2nd Year,94,50,100,62,90,Semester 1,2025-2026,3.18
100969,Female,18,Information Technology,1st Year,97,46,86,87,40,Semester 2,2024-2025,2.57
100970,Male,24,Electronics,2nd Year,61,53,66,74,80,Semester 2,2022-2023,2.84
100971,Female,23,Computer Science,4th Year,99,54,42,89,44,Semester 1,2022-2023,2.25
100972,Male,20,Business,4th Year,89,72,91,54,90,Semester 2,2025-2026,3.14
100973,Male,24,Information Technology,3rd Year,83,78,55,46,58,Semester 2,2025-2026,2.29
100974,Male,23,Business,2nd Year,82,95,75,54,71,Semester 1,2025-2026,2.85
100975,Female,24,Civil,4th Year,86,96,72,62,75,Semester 2,2022-2023,2.97
100976,Female,20,Electronics,3rd Year,90,82,60,71,69,Semester 2,2023-2024,2.77
100977,Female,21,Mechanical,1st Year,96,73,43,64,89,Semester 2,2025-2026,2.75
100978,Female,18,Computer Science,3rd Year,72,86,67,67,91,Semester 2,2023-2024,3.13
100979,Female,20,Civil,1st Year,76,58,49,87,69,Semester 2,2022-2023,2.67
100980,Female,19,Mechanical,1st Year,59,52,43,98,74,Semester 1,2025-2026,2.76
100981,Female,21,Information Technology,3rd Year,65,68,80,81,59,Semester 2,2022-2023,2.84
100982,Female,22,Civil,4th Year,75,43,93,56,74,Semester 2,2023-2024,2.78
100983,Female,20,Information Technology,1st Year,80,72,54,97,72,Semester 1,2025-2026,2.95
100984,Male,24,Civil,1st Year,93,43,97,76,88,Semester 1,2024-2025,3.22
100985,Female,23,Civil,1st Year,99,41,56,44,65,Semester 1,2025-2026,2.16
100986,Female,20,Information Technology,2nd Year,95,81,70,92,79,Semester 2,2024-2025,3.21
100987,Female,23,Civil,2nd Year,53,78,60,73,99,Semester 2,2023-2024,3.18
100988,Female,24,Business,1st Year,84,40,52,65,89,Semester 1,2023-2024,2.66
100989,Female,24,Mechanical,2nd Year,83,78,66,49,64,Semester 2,2024-2025,2.51
100990,Female,23,Business,2nd Year,63,96,91,89,59,Semester 2,2025-2026,3.2
100991,Female,18,Business,4th Year,90,86,49,91,61,Semester 1,2025-2026,2.77
100992,Female,21,Mechanical,3rd Year,94,53,78,55,77,Semester 1,2025-2026,2.73
100993,Female,23,Computer Science,3rd Year,50,96,61,76,70,Semester 1,2022-2023,2.93
100994,Female,18,Computer Science,4th Year,63,73,51,71,83,Semester 1,2025-2026,2.82
100995,Female,18,Civil,1st Year,59,81,70,59,60,Semester 2,2023-2024,2.62
100996,Male,23,Mechanical,3rd Year,83,83,74,88,84,Semester 2,2024-2025,3.29
100997,Male,21,Business,1st Year,63,91,44,99,93,Semester 2,2024-2025,3.28
100998,Female,19,Information Technology,1st Year,54,43,50,60,71,Semester 1,2024-2025,2.35
100999,Female,24,Civil,4th Year,100,91,86,71,55,Semester 1,2022-2023,2.89
101000,Male,20,Business,3rd Year,51,43,72,74,82,Semester 1,2025-2026,2.87
101001,Female,18,Information Technology,4th Year,53,62,99,99,50,Semester 1,2024-2025,3.05
101002,Male,20,Electronics,3rd Year,99,63,57,88,69,Semester 2,2024-2025,2.79
101003,Male,21,Computer Science,4th Year,65,95,93,68,59,Semester 2,2023-2024,3.01
101004,Male,19,Civil,3rd Year,89,99,86,70,81,Semester 1,2024-2025,3.29
101005,Male,22,Civil,1st Year,92,86,75,100,52,Semester 2,2025-2026,2.99
101006,Male,24,Information Technology,1st Year,65,63,40,59,75,Semester 1,2023-2024,2.42
101007,Female,24,Computer Science,4th Year,60,65,54,92,81,Semester 2,2023-2024,2.98
101008,Male,19,Information Technology,2nd Year,95,90,46,46,97,Semester 2,2025-2026,2.82
101009,Female,21,Information Technology,1st Year,53,75,92,82,76,Semester 2,2023-2024,3.25
101010,Female,19,Computer Science,3rd Year,95,41,100,90,99,Semester 1,2022-2023,3.53
101011,Male,24,Electronics,1st Year,93,46,95,56,55,Semester 1,2024-2025,2.56
101012,Male,22,Mechanical,3rd Year,95,57,71,75,82,Semester 2,2022-2023,2.95
101013,Female,18,Business,3rd Year,94,87,75,81,40,Semester 1,2022-2023,2.64
101014,Male,19,Mechanical,4th Year,90,63,50,77,87,Semester 1,2023-2024,2.87
101015,Male,23,Electronics,1st Year,55,67,53,89,44,Semester 1,2024-2025,2.44
101016,Female,23,Computer Science,4th Year,57,73,68,71,93,Semester 2,2023-2024,3.13
101017,Female,21,Civil,3rd Year,77,100,94,56,54,Semester 1,2022-2023,2.86
101018,Male,24,Computer Science,4th Year,55,96,75,40,85,Semester 2,2022-2023,2.92
101019,Female,24,Business,1st Year,91,49,44,76,93,Semester 2,2024-2025,2.8
101020,Male,19,Information Technology,4th Year,87,69,100,62,53,Semester 1,2025-2026,2.78
101021,Male,22,Business,3rd Year,80,91,94,95,68,Semester 2,2023-2024,3.39
101022,Male,21,Computer Science,1st Year,86,60,65,77,52,Semester 2,2025-2026,2.51
101023,Female,19,Mechanical,4th Year,85,94,72,77,100,Semester 1,2022-2023,3.45
101024,Female,21,Civil,2nd Year,60,66,54,55,64,Semester 2,2025-2026,2.38
101025,Female,23,Business,1st Year,65,44,73,86,94,Semester 1,2023-2024,3.17
101026,Female,22,Electronics,3rd Year,92,74,87,55,80,Semester 2,2023-2024,2.98
101027,Female,18,Computer Science,4th Year,89,63,63,58,47,Semester 2,2024-2025,2.25
101028,Male,22,Civil,3rd Year,81,65,76,60,97,Semester 2,2024-2025,3.11
101029,Male,18,Business,4th Year,51,40,96,42,44,Semester 1,2023-2024,2.24
101030,Male,24,Civil,4th Year,61,71,80,62,67,Semester 1,2024-2025,2.78
101031,Male,20,Mechanical,1st Year,81,49,49,51,89,Semester 2,2022-2023,2.54
101032,Female,23,Information Technology,4th Year,61,97,44,100,89,Semester 1,2023-2024,3.27
101033,Male,24,Civil,3rd Year,79,96,40,73,58,Semester 2,2023-2024,2.52
101034,Female,23,Civil,2nd Year,84,63,83,51,77,Semester 1,2023-2024,2.8
101035,Male,23,Computer Science,4th Year,95,55,40,69,64,Semester 1,2024-2025,2.32
101036,Female,22,Electronics,1st Year,68,63,81,77,73,Semester 1,2023-2024,2.98
101037,Female,18,Computer Science,2nd Year,50,81,87,64,57,Semester 2,2023-2024,2.79
101038,Male,20,Mechanical,2nd Year,54,68,86,100,96,Semester 1,2025-2026,3.61
101039,Male,20,Civil,1st Year,96,60,71,89,63,Semester 1,2022-2023,2.84
101040,Male,20,Information Technology,2nd Year,66,65,69,88,79,Semester 2,2022-2023,3.07
101041,Male,24,Civil,4th Year,75,84,91,79,97,Semester 2,2025-2026,3.56
101042,Female,21,Information Technology,3rd Year,78,44,60,46,77,Semester 1,2022-2023,2.4
101043,Male,22,Information Technology,4th Year,53,43,66,78,82,Semester 2,2022-2023,2.85
101044,Male,22,Business,4th Year,61,88,100,45,93,Semester 1,2024-2025,3.28
101045,Female,24,Business,2nd Year,84,68,81,46,55,Semester 1,2022-2023,2.45
101046,Male,23,Information Technology,3rd Year,77,47,52,61,85,Semester 1,2023-2024,2.6
101047,Male,22,Electronics,2nd Year,72,47,51,86,99,Semester 1,2025-2026,3.04
101048,Male,22,Computer Science,1st Year,66,50,68,91,71,Semester 2,2024-2025,2.88
101049,Male,21,Business,4th Year,72,75,96,75,93,Semester 2,2022-2023,3.46
101050,Male,22,Mechanical,3rd Year,98,90,91,48,96,Semester 1,2023-2024,3.27
101051,Female,18,Business,2nd Year,75,52,85,83,68,Semester 1,2023-2024,2.94
101052,Male,24,Electronics,3rd Year,90,82,82,53,83,Semester 2,2022-2023,3.0
101053,Male,20,Electronics,1st Year,55,95,55,87,55,Semester 2,2023-2024,2.76
101054,Male,21,Information Technology,4th Year,93,87,78,84,72,Semester 2,2023-2024,3.15
101055,Male,21,Electronics,3rd Year,59,97,59,75,41,Semester 2,2024-2025,2.5
101056,Male,23,Mechanical,3rd Year,80,97,71,94,93,Semester 2,2025-2026,3.53
101057,Female,22,Mechanical,3rd Year,100,78,43,58,96,Semester 2,2025-2026,2.82
101058,Male,20,Civil,2nd Year,88,64,52,58,49,Semester 1,2022-2023,2.17
101059,Female,24,Electronics,2nd Year,62,58,92,57,96,Semester 2,2022-2023,3.18
101060,Female,18,Business,3rd Year,75,75,58,57,95,Semester 2,2023-2024,2.93
101061,Male,24,Civil,1st Year,60,85,73,79,95,Semester 2,2022-2023,3.36
101062,Male,20,Business,3rd Year,67,64,81,98,42,Semester 2,2025-2026,2.76
101063,Male,24,Mechanical,4th Year,60,87,78,78,40,Semester 2,2022-2023,2.64
101064,Male,19,Electronics,4th Year,86,72,48,64,42,Semester 2,2023-2024,2.14
101065,Female,20,Information Technology,4th Year,68,59,100,73,62,Semester 1,2025-2026,2.95
101066,Male,18,Information Technology,3rd Year,51,52,89,61,43,Semester 1,2023-2024,2.41
101067,Male,18,Electronics,2nd Year,74,67,90,99,86,Semester 1,2023-2024,3.5
101068,Male,18,Business,3rd Year,51,71,63,68,63,Semester 2,2023-2024,2.62
101069,Male,21,Civil,3rd Year,99,84,76,52,87,Semester 2,2022-2023,3.0
101070,Male,24,Civil,4th Year,52,98,66,44,75,Semester 1,2022-2023,2.74
101071,Male,21,Information Technology,1st Year,76,85,72,63,91,Semester 2,2022-2023,3.13
101072,Female,19,Civil,1st Year,55,88,93,92,65,Semester 1,2023-2024,3.29
101073,Female,20,Information Technology,4th Year,72,68,88,78,89,Semester 2,2025-2026,3.31
101074,Male,22,Computer Science,3rd Year,99,100,91,92,98,Semester 2,2024-2025,3.8
101075,Male,23,Information Technology,3rd Year,66,49,91,75,94,Semester 1,2022-2023,3.27
101076,Male,19,Computer Science,4th Year,83,59,91,41,84,Semester 2,2024-2025,2.85
101077,Female,24,Electronics,1st Year,91,71,87,82,81,Semester 1,2022-2023,3.25
101078,Male,22,Computer Science,1st Year,93,67,67,70,78,Semester 2,2024-2025,2.86
101079,Female,24,Mechanical,4th Year,58,98,82,56,42,Semester 1,2022-2023,2.56
101080,Male,22,Business,3rd Year,67,51,64,72,72,Semester 1,2022-2023,2.67
101081,Male,19,Civil,3rd Year,72,77,74,55,46,Semester 1,2024-2025,2.4
101082,Male,20,Computer Science,3rd Year,65,93,54,95,80,Semester 2,2022-2023,3.17
101083,Male,23,Mechanical,2nd Year,62,48,50,95,79,Semester 1,2025-2026,2.84
101084,Female,22,Mechanical,1st Year,82,79,95,54,83,Semester 1,2023-2024,3.13
101085,Female,21,Civil,1st Year,55,95,72,93,82,Semester 1,2022-2023,3.37
101086,Male,21,Information Technology,2nd Year,63,58,42,75,67,Semester 1,2023-2024,2.46
101087,Male,19,Mechanical,1st Year,74,93,84,74,83,Semester 1,2024-2025,3.3
101088,Female,23,Business,4th Year,90,88,41,81,76,Semester 1,2023-2024,2.81
101089,Female,23,Computer Science,2nd Year,87,98,85,52,43,Semester 1,2022-2023,2.56
101090,Female,24,Civil,1st Year,84,70,41,98,68,Semester 1,2023-2024,2.76
101091,Female,22,Computer Science,3rd Year,57,58,73,50,51,Semester 2,2024-2025,2.29
101092,Male,19,Information Technology,4th Year,82,49,63,53,67,Semester 1,2023-2024,2.39
101093,Female,23,Civil,2nd Year,87,62,98,91,62,Semester 2,2025-2026,3.13
101094,Male,23,Mechanical,2nd Year,63,80,54,81,60,Semester 2,2024-2025,2.67
101095,Female,21,Computer Science,3rd Year,94,41,58,70,61,Semester 1,2023-2024,2.38
101096,Female,19,Business,2nd Year,85,80,64,77,87,Semester 2,2025-2026,3.11
101097,Female,22,Computer Science,1st Year,92,96,69,53,67,Semester 1,2022-2023,2.73
101098,Female,22,Business,2nd Year,53,97,56,85,76,Semester 2,2024-2025,3.06
101099,Female,21,Mechanical,3rd Year,92,95,77,70,50,Semester 1,2022-2023,2.74
101100,Male,24,Mechanical,2nd Year,52,69,57,76,90,Semester 2,2024-2025,3.0
101101,Male,18,Information Technology,4th Year,66,71,78,87,56,Semester 1,2025-2026,2.86
101102,Female,18,Information Technology,4th Year,66,88,65,66,40,Semester 2,2022-2023,2.4
101103,Female,23,Mechanical,1st Year,67,73,63,84,92,Semester 1,2025-2026,3.2
101104,Male,20,Civil,3rd Year,66,60,47,87,55,Semester 2,2023-2024,2.47
101105,Female,21,Mechanical,2nd Year,82,54,71,54,70,Semester 1,2022-2023,2.55
101106,Female,20,Mechanical,2nd Year,54,69,80,70,62,Semester 2,2024-2025,2.78
101107,Male,23,Electronics,4th Year,86,93,84,83,60,Semester 2,2024-2025,3.07
101108,Female,24,Civil,3rd Year,78,79,62,41,40,Semester 2,2025-2026,2.06
101109,Female,21,Civil,3rd Year,77,89,77,67,83,Semester 1,2024-2025,3.14
101110,Male,22,Business,4th Year,60,47,95,73,95,Semester 2,2023-2024,3.29
101111,Male,24,Information Technology,1st Year,92,58,47,41,100,Semester 1,2024-2025,2.63
101112,Male,21,Information Technology,2nd Year,82,69,65,91,97,Semester 1,2022-2023,3.33
101113,Female,19,Information Technology,4th Year,84,64,46,96,98,Semester 1,2024-2025,3.18
101114,Male,20,Computer Science,3rd Year,72,53,81,100,66,Semester 2,2025-2026,3.05
101115,Male,21,Civil,1st Year,94,93,67,94,68,Semester 2,2025-2026,3.12
101116,Male,20,Electronics,4th Year,71,42,79,75,58,Semester 1,2025-2026,2.6
101117,Male,24,Information Technology,3rd Year,55,87,86,41,48,Semester 2,2023-2024,2.46
101118,Male,23,Information Technology,2nd Year,89,58,98,90,77,Semester 2,2022-2023,3.31
101119,Male,21,Information Technology,2nd Year,81,80,83,57,84,Semester 1,2024-2025,3.06
101120,Female,18,Information Technology,1st Year,54,56,55,63,88,Semester 1,2023-2024,2.75
101121,Female,20,Information Technology,1st Year,59,96,77,96,58,Semester 2,2024-2025,3.12
101122,Male,22,Computer Science,3rd Year,67,45,74,78,85,Semester 1,2023-2024,2.98
101123,Male,22,Electronics,2nd Year,53,94,82,65,45,Semester 2,2024-2025,2.66
101124,Male,21,Civil,2nd Year,100,80,75,74,63,Semester 1,2022-2023,2.85
101125,Female,22,Electronics,2nd Year,67,95,70,83,95,Semester 2,2022-2023,3.43
101126,Female,24,Mechanical,1st Year,76,64,96,54,76,Semester 1,2023-2024,2.95
101127,Female,22,Business,1st Year,69,95,86,47,46,Semester 1,2024-2025,2.54
101128,Female,20,Civil,2nd Year,58,59,76,97,88,Semester 1,2023-2024,3.32
101129,Female,24,Information Technology,2nd Year,87,96,63,87,99,Semester 1,2022-2023,3.46
101130,Female,21,Mechanical,3rd Year,66,54,55,69,65,Semester 2,2022-2023,2.47
101131,Female,20,Business,1st Year,86,56,77,56,96,Semester 1,2024-2025,3.01
101132,Female,21,Mechanical,3rd Year,88,100,47,89,95,Semester 2,2024-2025,3.29
101133,Female,22,Mechanical,1st Year,56,47,92,79,57,Semester 2,2024-2025,2.79
101134,Male,24,Mechanical,3rd Year,67,80,58,56,44,Semester 1,2025-2026,2.24
101135,Male,21,Information Technology,3rd Year,65,76,65,65,67,Semester 2,2023-2024,2.69
101136,Male,23,Business,3rd Year,77,69,81,46,67,Semester 1,2023-2024,2.62
101137,Male,21,Mechanical,2nd Year,58,94,99,49,87,Semester 2,2022-2023,3.26
101138,Female,19,Electronics,4th Year,66,44,83,66,93,Semester 1,2025-2026,3.06
101139,Female,21,Information Technology,4th Year,66,88,51,87,72,Semester 2,2024-2025,2.92
101140,Male,19,Mechanical,4th Year,96,99,41,60,89,Semester 2,2024-2025,2.85
101141,Female,20,Mechanical,4th Year,52,75,75,67,99,Semester 1,2024-2025,3.26
101142,Male,19,Electronics,4th Year,79,85,74,88,100,Semester 1,2025-2026,3.53
101143,Female,24,Business,3rd Year,81,52,81,44,76,Semester 1,2023-2024,2.63
101144,Male,20,Computer Science,1st Year,96,50,79,54,52,Semester 2,2022-2023,2.36
101145,Female,21,Computer Science,3rd Year,91,53,87,87,57,Semester 2,2023-2024,2.86
101146,Female,20,Electronics,2nd Year,50,56,84,44,93,Semester 2,2023-2024,2.92
101147,Male,22,Business,4th Year,55,48,69,85,68,Semester 1,2024-2025,2.78
101148,Female,23,Computer Science,2nd Year,87,48,43,53,48,Semester 2,2023-2024,1.92
101149,Male,21,Civil,2nd Year,83,90,84,80,76,Semester 1,2025-2026,3.24
101150,Male,24,Business,2nd Year,65,87,91,86,59,Semester 2,2024-2025,3.12
101151,Male,19,Civil,3rd Year,75,94,73,65,65,Semester 1,2023-2024,2.85
101152,Male,23,Business,4th Year,84,63,50,55,51,Semester 1,2024-2025,2.14
101153,Female,18,Civil,3rd Year,88,63,85,81,100,Semester 1,2025-2026,3.44
101154,Female,23,Computer Science,1st Year,56,46,76,58,60,Semester 2,2024-2025,2.46
101155,Female,21,Civil,1st Year,73,69,61,69,57,Semester 1,2022-2023,2.51
101156,Male,24,Civil,4th Year,85,75,60,70,81,Semester 2,2022-2023,2.88
101157,Female,24,Computer Science,3rd Year,95,72,46,94,87,Semester 2,2025-2026,3.05
101158,Male,23,Electronics,1st Year,66,87,58,49,79,Semester 1,2025-2026,2.7
101159,Female,23,Business,1st Year,55,57,41,45,71,Semester 1,2025-2026,2.2
101160,Female,22,Information Technology,4th Year,85,70,93,62,64,Semester 2,2022-2023,2.87
101161,Female,20,Civil,1st Year,66,77,40,65,100,Semester 1,2022-2023,2.91
101162,Male,23,Business,4th Year,90,54,59,95,93,Semester 2,2022-2023,3.17
101163,Female,19,Computer Science,1st Year,98,81,73,83,94,Semester 1,2024-2025,3.36
101164,Female,24,Information Technology,2nd Year,53,66,98,43,98,Semester 1,2025-2026,3.18
101165,Male,19,Information Technology,1st Year,68,95,47,57,54,Semester 1,2024-2025,2.37
101166,Female,22,Business,3rd Year,100,85,71,71,63,Semester 1,2024-2025,2.81
101167,Male,23,Mechanical,3rd Year,75,57,52,80,74,Semester 1,2025-2026,2.7
101168,Female,23,Information Technology,4th Year,60,40,75,73,42,Semester 2,2022-2023,2.31
101169,Male,22,Civil,1st Year,92,69,61,80,79,Semester 2,2023-2024,2.93
101170,Male,21,Electronics,4th Year,81,68,98,55,70,Semester 1,2022-2023,2.92
101171,Female,18,Business,2nd Year,74,97,45,63,85,Semester 1,2025-2026,2.85
101172,Male,18,Civil,2nd Year,81,51,74,95,92,Semester 1,2023-2024,3.28
101173,Male,20,Mechanical,2nd Year,83,51,90,42,78,Semester 1,2025-2026,2.72
101174,Male,19,Information Technology,1st Year,73,42,69,93,40,Semester 2,2024-2025,2.43
101175,Male,21,Business,3rd Year,97,66,97,93,45,Semester 2,2025-2026,2.93
101176,Male,19,Mechanical,1st Year,87,40,90,83,52,Semester 1,2024-2025,2.7
101177,Male,21,Civil,4th Year,89,73,93,50,58,Semester 2,2023-2024,2.68
101178,Female,22,Civil,3rd Year,96,71,68,67,68,Semester 2,2023-2024,2.73
101179,Male,20,Civil,3rd Year,89,80,49,90,75,Semester 2,2024-2025,2.92
101180,Male,22,Electronics,2nd Year,92,92,48,86,71,Semester 1,2023-2024,2.89
101181,Female,19,Civil,4th Year,82,80,98,60,94,Semester 2,2025-2026,3.38
101182,Female,24,Civil,1st Year,86,96,48,65,99,Semester 1,2023-2024,3.09
101183,Female,20,Information Technology,3rd Year,89,78,98,94,100,Semester 1,2025-2026,3.79
101184,Female,23,Business,3rd Year,98,100,55,63,48,Semester 2,2023-2024,2.45
101185,Female,24,Business,3rd Year,78,66,61,54,65,Semester 2,2022-2023,2.46
101186,Female,21,Business,3rd Year,69,80,85,94,98,Semester 1,2022-2023,3.64
101187,Female,21,Electronics,3rd Year,72,41,76,41,41,Semester 1,2022-2023,1.99
101188,Male,20,Business,2nd Year,92,49,75,81,91,Semester 1,2023-2024,3.13
101189,Male,22,Information Technology,2nd Year,78,62,84,91,80,Semester 2,2023-2024,3.24
101190,Female,20,Mechanical,3rd Year,86,80,63,43,91,Semester 2,2025-2026,2.81
101191,Male,22,Computer Science,1st Year,80,60,69,85,72,Semester 1,2024-2025,2.91
101192,Male,20,Business,3rd Year,99,48,82,69,49,Semester 1,2024-2025,2.48
101193,Male,22,Information Technology,1st Year,84,66,46,93,75,Semester 2,2025-2026,2.84
101194,Female,18,Business,4th Year,86,63,98,57,84,Semester 1,2024-2025,3.1
101195,Female,20,Electronics,3rd Year,76,46,90,65,70,Semester 1,2022-2023,2.81
101196,Male,22,Information Technology,2nd Year,79,97,64,90,54,Semester 1,2025-2026,2.88
101197,Female,23,Computer Science,4th Year,67,49,74,62,89,Semester 1,2025-2026,2.9
101198,Male,19,Information Technology,2nd Year,58,100,50,48,55,Semester 1,2022-2023,2.35
101199,Male,24,Business,1st Year,54,87,68,63,84,Semester 1,2022-2023,3.01
101200,Male,24,Business,3rd Year,67,95,96,81,60,Semester 2,2022-2023,3.18
101201,Male,24,Computer Science,3rd Year,50,41,99,44,90,Semester 2,2024-2025,2.94
101202,Female,19,Electronics,2nd Year,69,85,88,63,96,Semester 1,2025-2026,3.36
101203,Female,20,Information Technology,4th Year,63,69,74,72,61,Semester 1,2025-2026,2.73
101204,Female,20,Electronics,4th Year,87,80,67,61,80,Semester 1,2025-2026,2.88
101205,Male,21,Electronics,4th Year,97,75,48,41,85,Semester 1,2022-2023,2.53
101206,Female,22,Mechanical,1st Year,70,85,48,88,95,Semester 2,2025-2026,3.2
101207,Male,20,Mechanical,3rd Year,56,53,95,44,90,Semester 2,2023-2024,2.97
101208,Female,19,Information Technology,1st Year,64,72,41,80,78,Semester 1,2025-2026,2.73
101209,Male,19,Information Technology,2nd Year,54,43,87,78,60,Semester 2,2022-2023,2.75
101210,Male,24,Business,3rd Year,90,91,96,48,88,Semester 1,2024-2025,3.22
101211,Male,19,Business,3rd Year,97,91,96,46,80,Semester 2,2025-2026,3.09
101212,Female,22,Electronics,4th Year,55,93,81,95,92,Semester 1,2022-2023,3.61
101213,Female,18,Mechanical,1st Year,97,72,73,67,64,Semester 2,2023-2024,2.73
101214,Female,20,Information Technology,2nd Year,70,90,66,89,71,Semester 1,2022-2023,3.08
101215,Female,24,Information Technology,2nd Year,50,97,80,63,95,Semester 1,2022-2023,3.34
101216,Male,18,Information Technology,1st Year,87,63,82,61,58,Semester 2,2025-2026,2.62
101217,Female,22,Mechanical,4th Year,54,96,60,54,89,Semester 1,2025-2026,2.96
101218,Female,24,Information Technology,2nd Year,59,95,83,58,63,Semester 1,2024-2025,2.86
101219,Male,23,Electronics,2nd Year,97,53,62,80,52,Semester 1,2024-2025,2.47
101220,Male,20,Information Technology,1st Year,52,51,59,84,96,Semester 1,2025-2026,3.08
101221,Male,21,Civil,1st Year,85,88,81,62,42,Semester 2,2024-2025,2.55
101222,Female,20,Business,3rd Year,91,71,43,70,63,Semester 2,2023-2024,2.44
